-0.186, -0.146, 0.281, -0.225, 0.03, -0.31, -0.244, 0.533, -0.055, -0.039, -0.003, 0.301, 0.074, -0.154, 0.239, -0.294, -0.117, -0.183, 0.045, 0.353, 0.275, 0.021, 0.056, -0.035, -0.162, 0.186, 0.225, 0.36, 0.155, 0.212, -0.191, 0.149, -0.08, 0.014, 0.188, 0.582, 0.24, 0.337, -0.414, -0.36, -0.031, -0.028, -0.155, -0.061, 0.128, -0.915, -0.318, 0.151, -0.002, -0.022, 0.193, 0.151, 0.229, -0.511, -0.391, 0.173, 0.084, 0.325, 0.482, -0.559, -0.379, -0.19, 0.173, 0.028
-0.374, 0.688, -0.812, 0.156, -0.554, -0.291, -0.356, 0.216, -0.406, -0.213, 0.204, -0.366, -0.25, 0.052, -0.187, -0.235, -0.405, -0.463, 0.327, -0.181, 0.034, 0.102, -0.242, -0.192, 0.248, 0.1, -0.06, -0.635, -0.359, 0.319, 0.091, -0.229, 0.114, -0.09, 0.081, 0.385, 0.194, 0.366, -0.228, -0.251, -0.332, -0.568, -0.026, -0.34, -0.243, 0.329, 0.047, -0.467, -0.507, 0.278, 0.458, 0.197, -0.016, 0.539, 0.097, -1.179, -1.053, 0.181, 0.002, 0.51, 0.804, 0.486, 1.22, 0.946
-0.134, -0.168, 0.363, 0.085, 0.026, -0.309, -0.007, -0.173, 0.124, -0.014, -0.092, -0.095, -0.211, 0.06, -0.03, 0.38, 0.332, 0.082, -0.265, -0.318, -0.867, -0.215, 0.244, -0.145, -0.221, -0.227, -0.256, -0.999, -0.28, -0.99, 0.192, -0.302, 0.157, -0.019, -0.225, -0.499, -0.119, -0.682, -0.062, -0.01, 0.091, 0.217, 0.21, 0.134, -0.086, 0.502, 0.565, -0.112, 0.058, -0.234, -0.162, -0.466, -0.351, 0.137, 0.663, 0.212, -0.02, -0.054, -1.159, -0.656, -0.618, -0.189, -0.42, -0.88
-0.884, -0.113, -0.412, -0.062, -0.112, -0.229, -0.14, -0.11, -0.515, 0.063, 0.13, 0.148, -0.073, 0.076, -0.39, -0.962, -0.058, -0.236, 0.489, 0.568, 0.163, 0.449, 0.229, 0.308, 0.418, 0.268, 0.023, -0.485, -0.137, 0.176, -0.131, -0.006, -0.198, -0.467, 0.46, 0.605, 0.205, 0.188, -0.402, -0.731, -0.456, -0.452, -0.025, -0.108, -0.27, -0.118, 0.035, -0.181, -0.523, 0.138, 0.126, 0.138, 0.149, 0.094, -0.563, -0.668, -0.009, -0.05, 0.117, 0.282, -0.134, 0.705, 0.207, 1.036
-0.223, -0.249, 0.307, 0.269, 0.462, -0.492, 0.14, 0.229, 0.972, -0.826, -0.954, -0.903, -1.393, 0.995, 0.954, 0.708, 0.691, 0.872, -1.295, -1.525, -2.105, -1.224, -0.549, -0.795, -0.734, -1.621, -0.339, -0.096, -0.792, -1.663, -0.701, -1.387, -1.373, -1.189, -0.026, 0.07, -0.429, -0.444, -0.06, 0.337, 0.949, 0.827, 0.664, -0.012, -0.325, 0.616, 0.777, 0.308, 0.303, -1.36, -1.715, -1.351, -1.496, 0.252, 0.795, 0.037, 0.06, -0.363, -1.451, 0.165, -0.228, -0.488, -0.499, -0.793
0.677, 0.528, -0.958, -0.008, 0.306, 0.056, 0.025, -0.3, -1.176, 0.276, 0.149, 0.443, 0.031, -0.519, -0.861, 0.198, -0.614, -0.609, -0.17, -0.327, -0.158, 0.239, -0.147, 0.067, 0.167, 0.094, 0.115, 0.34, -0.275, -0.696, 0.486, 0.587, 0.389, 0.399, 0.151, 0.217, -0.264, -0.471, -0.32, -0.514, -0.494, -1.586, -0.58, -0.022, -0.276, -0.455, -0.236, -0.076, -0.453, 0.015, 0.083, 0.346, 0.216, -0.105, -0.498, -0.338, -0.195, 0.076, -0.083, 0.514, 0.472, -0.602, -0.718, -1.377
-0.854, -0.386, -0.201, -0.117, 0.183, -0.42, 0.249, 0.102, 0.017, -0.072, 0.135, 0.139, -0.352, -0.146, 0.118, -0.566, 0.327, 0.477, -0.027, 0.142, -0.095, 0.144, 0.558, 0.123, 0.296, 0.092, 0.436, 0.074, 0.238, -0.004, -0.712, -1.418, -1.004, -1.316, 0.344, 0.289, 0.219, 0.056, -0.728, -0.553, 0.46, 0.607, 0.297, 0.226, -0.252, -0.582, -0.217, 0.405, 0.54, 0.185, 0.028, -0.102, -0.043, -0.446, -0.732, 0.664, 0.513, 0.113, -0.382, -0.335, -0.506, -0.144, -0.213, 0.3
-0.326, 0.392, -0.252, 0.38, -0.254, 0.209, -0.044, 0.226, -0.252, -0.25, 0.185, -0.266, -0.088, 0.091, -0.581, -0.57, -0.16, -0.626, 0.218, -0.158, 0.041, 0.007, -0.217, -0.145, 0.223, 0.119, -0.113, -0.041, 0.088, 0.306, -0.146, -0.032, 0.083, 0.055, 0.225, 0.439, 0.389, 0.352, -0.38, -0.357, -0.431, -0.778, -0.116, 0.039, 0.111, 0.128, -0.063, -0.142, -0.328, 0.234, 0.253, 0.093, 0.061, 0.298, -0.337, -0.729, -0.506, 0.387, 0.293, 0.323, 0.35, 0.336, -0.313, 0.691
0.785, 0.297, -0.894, -0.042, 0.011, 0.162, 0.099, -0.523, -0.68, 0.222, 0.246, 0.115, 0.235, -0.607, -0.724, 0.299, -0.542, -0.725, 0.129, -0.357, -0.052, 0.068, -0.703, -0.368, 0.026, -0.031, -0.184, -0.136, 0.147, -0.188, 0.414, 0.622, 0.51, 0.234, 0.019, -0.147, 0.053, -0.023, -0.388, -0.249, -0.632, -0.88, -0.554, -0.049, 0.155, -0.194, 0.116, -0.373, -0.244, -0.023, -0.072, 0.199, -0.012, 0.184, -0.232, -0.376, -0.298, 0.034, -0.156, 0.144, -0.133, -0.161, -0.393, -0.951
-0.201, -0.361, 0.292, -0.013, -0.009, 0.039, 0.239, 0.268, -0.003, 0.018, 0.156, 0.151, 0.123, -0.264, -0.221, -0.149, 0.234, 0.021, -0.045, 0.167, 0.004, -0.117, 0.314, -0.068, 0.069, 0.337, 0.273, 0.444, 0.121, 0.172, -0.632, -0.612, -0.58, -0.678, 0.285, 0.475, 0.181, 0.391, -0.562, -0.216, 0.248, 0.26, 0.217, 0.178, 0.26, -0.556, -0.422, 0.243, 0.422, -0.009, 0.124, -0.189, -0.05, -0.318, -0.208, 0.344, 0.376, 0.2, 0.114, -0.425, -0.393, -0.391, 0.142, 0.467
