0.04, 0.0, 0.09, 0.01, 0.11, 0.26, 0.05, 0.0, 0.03, 0.03, 0.01, 0.11, 0.06, 0.1, 0.26, 0.04, 0.05, 0.13, 0.04, 0.22, 0.07, 0.04, 0.05, 0.12, 0.01, 0.01, 0.07, 0.12, 0.05, 0.22, 0.02, 0.13, 0.01, 0.03, 0.03, 0.13, 0.03, 0.06, 0.0, 0.01, 0.12, 0.15, 0.05, 0.1, 0.4, 0.02, 0.03, 0.23, 0.26, 0.09, 0.06, 0.09, 0.07, 0.03, 0.01, 0.13, 0.23, 0.02, 0.03, 0.0, 0.0, 0.1, 0.03, 0.13
0.01, 0.01, 0.01, 0.0, 0.02, 0.03, 0.01, 0.0, 0.02, 0.01, 0.0, 0.01, 0.01, 0.03, 0.06, 0.03, 0.01, 0.03, 0.01, 0.02, 0.01, 0.01, 0.01, 0.03, 0.0, 0.01, 0.02, 0.03, 0.01, 0.05, 0.01, 0.02, 0.01, 0.01, 0.01, 0.02, 0.01, 0.02, 0.01, 0.02, 0.01, 0.01, 0.08, 0.02, 0.04, 0.02, 0.03, 0.02, 0.03, 0.03, 0.03, 0.01, 0.03, 0.04, 0.03, 0.02, 0.04, 0.01, 0.01, 0.01, 0.01, 0.04, 0.02, 0.08
0.23, 0.01, 0.6, 0.0, 0.15, 0.25, 0.04, 0.0, 0.01, 0.12, 0.03, 0.36, 0.24, 0.14, 0.4, 0.93, 0.19, 0.59, 0.05, 0.33, 0.13, 0.08, 0.21, 0.48, 0.02, 0.06, 0.06, 0.11, 0.02, 0.25, 0.11, 0.48, 0.03, 0.13, 0.02, 0.09, 0.01, 0.08, 0.11, 0.36, 0.22, 0.48, 0.87, 0.03, 0.41, 0.3, 0.61, 0.19, 0.27, 0.41, 0.39, 0.29, 0.51, 0.21, 0.67, 0.12, 0.26, 0.01, 0.05, 0.02, 0.04, 0.07, 0.04, 0.48
0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.01, 0.01, 0.01, 0.01, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.01, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.01, 0.01, 0.01, 0.05, 0.01, 0.02, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.0, 0.01, 0.01, 0.01, 0.01, 0.01, 0.0, 0.0, 0.0, 0.0, 0.02, 0.01, 0.07
0.02, 0.0, 0.04, 0.0, 0.0, 0.01, 0.0, 0.0, 0.01, 0.01, 0.0, 0.02, 0.01, 0.01, 0.03, 0.08, 0.04, 0.12, 0.01, 0.07, 0.03, 0.02, 0.05, 0.12, 0.01, 0.03, 0.01, 0.01, 0.0, 0.01, 0.02, 0.08, 0.01, 0.03, 0.01, 0.02, 0.01, 0.03, 0.03, 0.09, 0.08, 0.11, 0.24, 0.01, 0.03, 0.16, 0.26, 0.02, 0.02, 0.11, 0.06, 0.13, 0.2, 0.1, 0.36, 0.0, 0.01, 0.0, 0.0, 0.01, 0.02, 0.03, 0.02, 0.16
0.16, 0.03, 0.5, 0.01, 0.12, 0.36, 0.03, 0.01, 0.1, 0.08, 0.06, 0.29, 0.37, 0.19, 0.51, 0.66, 0.14, 0.41, 0.09, 0.28, 0.24, 0.07, 0.13, 0.34, 0.02, 0.08, 0.08, 0.15, 0.08, 0.31, 0.07, 0.43, 0.05, 0.15, 0.03, 0.1, 0.03, 0.15, 0.04, 0.16, 0.2, 0.29, 0.46, 0.29, 0.29, 0.11, 0.28, 0.26, 0.44, 0.36, 0.24, 0.21, 0.33, 0.2, 0.15, 0.17, 0.35, 0.02, 0.05, 0.01, 0.01, 0.12, 0.04, 0.09
0.01, 0.0, 0.02, 0.0, 0.01, 0.02, 0.0, 0.0, 0.01, 0.01, 0.01, 0.02, 0.02, 0.02, 0.03, 0.02, 0.02, 0.06, 0.01, 0.04, 0.02, 0.01, 0.01, 0.06, 0.01, 0.01, 0.01, 0.01, 0.01, 0.02, 0.01, 0.02, 0.0, 0.01, 0.01, 0.03, 0.01, 0.03, 0.0, 0.01, 0.07, 0.1, 0.06, 0.02, 0.05, 0.01, 0.03, 0.03, 0.03, 0.1, 0.08, 0.05, 0.04, 0.02, 0.01, 0.01, 0.02, 0.01, 0.01, 0.0, 0.0, 0.07, 0.03, 0.12
0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.01, 0.01, 0.01, 0.01, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.01, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.01, 0.0, 0.01, 0.01, 0.01, 0.04, 0.01, 0.02, 0.0, 0.01, 0.01, 0.01, 0.0, 0.0, 0.0, 0.0, 0.01, 0.01, 0.01, 0.01, 0.0, 0.0, 0.0, 0.0, 0.02, 0.01, 0.05
0.04, 0.01, 0.13, 0.0, 0.04, 0.15, 0.01, 0.0, 0.03, 0.01, 0.01, 0.03, 0.04, 0.04, 0.11, 0.21, 0.04, 0.1, 0.02, 0.03, 0.03, 0.01, 0.02, 0.05, 0.01, 0.02, 0.03, 0.05, 0.03, 0.12, 0.01, 0.07, 0.01, 0.03, 0.01, 0.03, 0.01, 0.04, 0.02, 0.06, 0.05, 0.06, 0.15, 0.06, 0.2, 0.05, 0.08, 0.06, 0.11, 0.02, 0.02, 0.01, 0.02, 0.06, 0.07, 0.06, 0.13, 0.01, 0.03, 0.01, 0.01, 0.05, 0.03, 0.04
0.02, 0.0, 0.06, 0.0, 0.01, 0.06, 0.01, 0.0, 0.02, 0.02, 0.01, 0.04, 0.04, 0.04, 0.08, 0.03, 0.03, 0.08, 0.03, 0.1, 0.06, 0.03, 0.02, 0.06, 0.01, 0.01, 0.02, 0.03, 0.02, 0.07, 0.01, 0.05, 0.01, 0.02, 0.02, 0.05, 0.02, 0.05, 0.0, 0.01, 0.09, 0.12, 0.04, 0.04, 0.16, 0.02, 0.03, 0.09, 0.12, 0.09, 0.05, 0.06, 0.06, 0.03, 0.02, 0.04, 0.08, 0.01, 0.02, 0.0, 0.0, 0.09, 0.04, 0.16
